id,nom_station,nom_dept,nom_com,insee_com,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x,y,x_reglementaire,y_reglementaire,the_geom,ObjectId
1,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,1,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,1
2,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,13,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,2
3,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,6,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,3
4,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,périurbaine,Pollution de fond et regionale,Ozone,7,37,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0,4
5,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,2,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,5
6,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,6,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,6
7,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Ozone,7,35,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,7
8,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde de soufre,1,1,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,8
9,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Monoxyde d'azote,38,1,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,9
10,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde d'azote,8,4,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,10
11,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde de soufre,1,2,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,11
12,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Ozone,7,31,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,12
13,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,13
14,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,14
15,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,15
16,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,21,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,16
17,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins","Particules fines PM2,5",6001,9,µg.m-3,mensuelle,2018-11-01T04:00:00.000Z,2018-12-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,17
18,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,2,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,18
19,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,14,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,19
20,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,7,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,20
21,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,périurbaine,Pollution de fond et regionale,Ozone,7,33,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0,21
22,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,2,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,22
23,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,6,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,23
24,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Ozone,7,30,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,24
25,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde de soufre,1,2,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,25
26,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Monoxyde d'azote,38,2,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,26
27,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde d'azote,8,4,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,27
28,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde de soufre,1,1,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,28
29,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Ozone,7,24,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,29
30,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,30
31,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,31
32,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,32
33,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,,µg.m-3,mensuelle,2019-09-01T04:00:00.000Z,2019-10-01T03:59:00.000Z,N,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,33
34,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,20,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,34
35,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins","Particules fines PM2,5",6001,9,µg.m-3,mensuelle,2018-12-01T04:00:00.000Z,2019-01-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,35
36,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,2,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,36
37,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,16,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,37
38,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,6,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,38
39,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,périurbaine,Pollution de fond et regionale,Ozone,7,24,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0,39
40,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,2,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,40
41,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,5,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,41
42,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Ozone,7,23,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,42
43,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde de soufre,1,1,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,43
44,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Monoxyde d'azote,38,2,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,44
45,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde d'azote,8,4,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,45
46,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Dioxyde de soufre,1,1,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,46
47,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Ozone,7,,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,N,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,47
48,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Particules PM10,5,,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,48
49,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Dioxyde d'azote,8,,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,49
50,Bd Jean Jaures,LA REUNION,Saint-Denis,97411,FR38019,trafic,Trafic routier et embruns marins,Monoxyde d'azote,38,,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,N,55.4701,-20.8937,55.4708,-20.8935,0101000020E6100000787AA52C43BC4B40DBF97E6ABCE434C0,50
51,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,20,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,51
52,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins","Particules fines PM2,5",6001,9,µg.m-3,mensuelle,2019-01-01T04:00:00.000Z,2019-02-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,52
53,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,4,µg.m-3,mensuelle,2019-02-01T04:00:00.000Z,2019-03-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,53
54,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Particules PM10,5,14,µg.m-3,mensuelle,2019-02-01T04:00:00.000Z,2019-03-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,54
55,Lislet Geoffroy,LA REUNION,Saint-Denis,97411,FR38001,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,8,µg.m-3,mensuelle,2019-02-01T04:00:00.000Z,2019-03-01T03:59:00.000Z,A,55.4691,-20.8898,55.4691,-20.8898,0101000020E6100000DC4603780BBC4B4016FBCBEEC9E334C0,55
56,Montgaillard,LA REUNION,Saint-Denis,97411,FR38002,périurbaine,Pollution de fond et regionale,Ozone,7,26,µg.m-3,mensuelle,2019-02-01T04:00:00.000Z,2019-03-01T03:59:00.000Z,A,55.4683,-20.9033,55.4684,-20.9033,0101000020E6100000C05B2041F1BB4B40107A36AB3EE734C0,56
57,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Monoxyde d'azote,38,4,µg.m-3,mensuelle,2019-02-01T04:00:00.000Z,2019-03-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,57
58,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde d'azote,8,7,µg.m-3,mensuelle,2019-02-01T04:00:00.000Z,2019-03-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,58
59,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Ozone,7,23,µg.m-3,mensuelle,2019-02-01T04:00:00.000Z,2019-03-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,59
60,Joinville,LA REUNION,Saint-Denis,97411,FR38008,urbaine,"Pollution de fond, trafic routier et embruns marins",Dioxyde de soufre,1,0,µg.m-3,mensuelle,2019-02-01T04:00:00.000Z,2019-03-01T03:59:00.000Z,A,55.4539,-20.8846,55.4539,-20.8846,0101000020E6100000C3D32B6519BA4B40A60A462575E234C0,60
61,La Marine,LA REUNION,Sainte-Suzanne,97420,FR38009,industrielle,"Industrielle (ABR), trafic routier et embruns marins",Monoxyde d'azote,38,2,µg.m-3,mensuelle,2019-02-01T04:00:00.000Z,2019-03-01T03:59:00.000Z,A,55.6189,-20.9106,55.6189,-20.9106,0101000020E610000048BF7D1D38CF4B40D3BCE3141DE934C0,61
